,0,1,2,3,4,5,6,7
0,33,1,0,1,1,1,1,0
1,10,21,1,0,2,1,2,1
2,1,0,30,1,1,0,4,1
3,4,2,1,23,4,4,0,1
4,2,1,0,0,9,2,3,2
5,3,0,5,4,2,20,3,2
6,0,0,4,2,1,1,30,0
7,0,0,1,1,4,2,0,31
