,0,1,2,3,4,5,6
0,181,0,3,21,6,1,0
1,0,0,0,0,0,0,0
2,2,0,0,1,3,1,0
3,12,0,7,13,7,1,0
4,20,0,2,177,7,0,0
5,11,0,2,28,45,4,0
6,5,1,4,11,8,16,0
