,0,1,2,3,4,5,6
0,188,7,1,1,0,0,3
1,13,169,2,5,2,1,8
2,2,2,179,2,1,4,10
3,4,1,0,186,1,1,7
4,0,1,2,0,192,5,0
5,1,2,3,2,12,178,2
6,4,9,8,6,1,4,168
