,0,1,2,3,4,5,6,7
0,33,1,0,1,0,2,1,0
1,9,23,2,0,1,1,1,1
2,1,0,27,1,0,0,7,2
3,1,1,2,25,6,4,0,0
4,1,1,0,0,9,1,4,3
5,1,2,3,6,1,20,4,2
6,0,0,3,2,1,2,30,0
7,0,1,1,0,1,3,0,33
