,0,1,2,3,4,5,6,7
0,31,1,1,3,0,0,2,0
1,5,23,1,2,1,3,2,1
2,0,1,28,1,0,1,5,2
3,1,4,1,25,2,5,1,0
4,0,2,0,0,9,2,3,3
5,0,1,5,5,0,22,3,3
6,1,2,4,0,0,1,30,0
7,0,0,1,0,2,3,0,33
