,0,1,2,3,4,5,6
0,174,11,3,6,0,1,5
1,14,150,4,14,2,5,11
2,4,5,172,3,1,6,9
3,2,14,4,166,1,4,9
4,0,2,3,1,190,4,0
5,2,4,8,7,11,164,4
6,5,19,16,4,1,5,150
