,0,1,2,3,4,5,6
0,13,1,1,0,0,0,1
1,1,13,1,1,1,0,0
2,0,1,13,0,0,0,3
3,1,2,0,10,2,0,2
4,0,0,0,0,17,0,0
5,0,1,1,0,0,15,0
6,1,0,0,2,0,0,14
