,precision,recall,f1-score,support
0,0.7551020408163265,0.8726415094339622,0.8096280087527352,212.0
2,0.0,0.0,0.0,7.0
3,0.6,0.075,0.13333333333333333,40.0
4,0.6704119850187266,0.8689320388349514,0.7568710359408033,206.0
5,0.703125,0.5,0.5844155844155844,90.0
6,0.6842105263157895,0.28888888888888886,0.40625,45.0
accuracy,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.7083333333333334
macro avg,0.5688082586918071,0.4342437395263004,0.4484163270737427,600.0
weighted avg,0.6937620420852156,0.7083333333333334,0.6729475953168689,600.0
