,precision,recall,f1-score,support
0,0.7269076305220884,0.8537735849056604,0.7852494577006508,212.0
2,0.0,0.0,0.0,7.0
3,0.625,0.125,0.20833333333333334,40.0
4,0.685823754789272,0.8689320388349514,0.7665952890792291,206.0
5,0.6615384615384615,0.4777777777777778,0.5548387096774193,90.0
6,0.7058823529411765,0.26666666666666666,0.3870967741935483,45.0
accuracy,0.7,0.7,0.7,0.7
macro avg,0.5675253666318331,0.432025011364176,0.45035226066403017,600.0
weighted avg,0.6861454642968121,0.7,0.6667994777097832,600.0
