,precision,recall,f1-score,support
0,0.8235294117647058,0.875,0.8484848484848485,16.0
1,0.5294117647058824,0.5294117647058824,0.5294117647058824,17.0
2,0.6470588235294118,0.6470588235294118,0.6470588235294118,17.0
3,0.7222222222222222,0.7647058823529411,0.7428571428571428,17.0
4,0.65,0.7647058823529411,0.7027027027027027,17.0
5,0.9285714285714286,0.7647058823529411,0.8387096774193549,17.0
6,0.5333333333333333,0.47058823529411764,0.5,17.0
accuracy,0.6864406779661016,0.6864406779661016,0.6864406779661016,0.6864406779661016
macro avg,0.6905895691609977,0.6880252100840336,0.6870321370999061,118.0
weighted avg,0.6894629603253731,0.6864406779661016,0.6856638937830847,118.0
