,precision,recall,f1-score,support
0,0.6388888888888888,0.8846153846153846,0.7419354838709676,26.0
1,0.4,0.2222222222222222,0.2857142857142857,9.0
2,0.7,0.5,0.5833333333333334,14.0
3,0.6363636363636364,0.5,0.56,14.0
4,0.5,0.5625,0.5294117647058824,16.0
5,0.8333333333333334,0.8333333333333334,0.8333333333333334,12.0
6,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,16.0
accuracy,0.5420560747663551,0.5420560747663551,0.5420560747663551,0.5420560747663551
macro avg,0.46357323232323233,0.43783386752136755,0.44171602511972535,107.0
weighted avg,0.5319645048617011,0.5420560747663551,0.5265327668601356,107.0
