,precision,recall,f1-score,support
0,0.9230769230769231,0.75,0.8275862068965517,16.0
1,0.7333333333333333,0.6470588235294118,0.6875,17.0
2,0.7894736842105263,0.8823529411764706,0.8333333333333333,17.0
3,0.7368421052631579,0.8235294117647058,0.7777777777777778,17.0
4,0.8095238095238095,1.0,0.8947368421052632,17.0
5,1.0,0.8235294117647058,0.9032258064516129,17.0
6,0.7647058823529411,0.7647058823529411,0.7647058823529412,17.0
accuracy,0.8135593220338984,0.8135593220338984,0.8135593220338984,0.8135593220338984
macro avg,0.8224222482515273,0.8130252100840335,0.8126951212739256,118.0
weighted avg,0.821569242532668,0.8135593220338984,0.812568925633056,118.0
