,precision,recall,f1-score,support
0,0.7763713080168776,0.8679245283018868,0.819599109131403,212.0
2,0.0,0.0,0.0,7.0
3,0.06274509803921569,0.4,0.10847457627118645,40.0
4,0.1267605633802817,0.043689320388349516,0.06498194945848375,206.0
5,0.17391304347826086,0.044444444444444446,0.07079646017699115,90.0
6,0.0,0.0,0.0,45.0
accuracy,0.355,0.355,0.355,0.355
macro avg,0.18996500215243928,0.22600971552244684,0.17730868250634405,600.0
weighted avg,0.3481089519842136,0.355,0.3297532619851362,600.0
